ITTER107;Country;TIPO_DATO15;Data type;SEXISTAT1;Gender;ETA1;Age;TIME;Select time;Value;Flag Codes;Flags
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y50-54;50-54 years;2018;2018;2.4;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y55-59;55-59 years;2018;2018;3.7;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y60-64;60-64 years;2018;2018;6;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y65-69;65-69 years;2018;2018;9.8;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y70-74;70-74 years;2018;2018;15.3;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y75-79;75-79 years;2018;2018;27.7;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y80-84;80-84 years;2018;2018;50;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y85-89;85-89 years;2018;2018;98;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y90-94;90-94 years;2018;2018;180.7;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;TOTAL;total;2018;2018;10.5;;
IT;Italy;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_GE95;95 years and over;2018;2018;299.6;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y15-19;15-19 years;2018;2018;0.3;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y25-29;25-29 years;2018;2018;0.4;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y30-34;30-34 years;2018;2018;0.5;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y45-49;45-49 years;2018;2018;1.6;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y60-64;60-64 years;2018;2018;7.6;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y65-69;65-69 years;2018;2018;13;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y70-74;70-74 years;2018;2018;20;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y80-84;80-84 years;2018;2018;61.5;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y85-89;85-89 years;2018;2018;122.4;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y90-94;90-94 years;2018;2018;214.7;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;TOTAL;total;2018;2018;10.7;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y10-14;10-14 years;2018;2018;0.1;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y20-24;20-24 years;2018;2018;0.1;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y30-34;30-34 years;2018;2018;0.3;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y35-39;35-39 years;2018;2018;0.4;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y45-49;45-49 years;2018;2018;1.1;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y55-59;55-59 years;2018;2018;2.7;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y65-69;65-69 years;2018;2018;6.7;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y90-94;90-94 years;2018;2018;168.2;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_UN4;until 4 years;2018;2018;0.6;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y10-14;10-14 years;2018;2018;0.1;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y50-54;50-54 years;2018;2018;2.3;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y75-79;75-79 years;2018;2018;27.9;;
ITC;Nord-ovest;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_GE95;95 years and over;2018;2018;305.2;;
ITC1;Piemonte;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_GE95;95 years and over;2018;2018;322.4;;
ITC11;Torino;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;TOTAL;total;2018;2018;11.6;;
ITC13;Biella;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y60-64;60-64 years;2018;2018;4.7;;
ITC14;Verbano-Cusio-Ossola;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y_GE95;95 years and over;2018;2018;294.9;;
ITC14;Verbano-Cusio-Ossola;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y90-94;90-94 years;2018;2018;181.8;;
ITC17;Asti;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y65-69;65-69 years;2018;2018;11.5;;
ITC2;Valle d'Aosta / Vallée d'Aoste;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y25-29;25-29 years;2018;2018;0.5;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y20-24;20-24 years;2018;2018;0.5;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y25-29;25-29 years;2018;2018;0.5;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y45-49;45-49 years;2018;2018;1.3;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y50-54;50-54 years;2018;2018;2.3;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y65-69;65-69 years;2018;2018;11.8;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y75-79;75-79 years;2018;2018;34.3;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y85-89;85-89 years;2018;2018;111.5;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y90-94;90-94 years;2018;2018;201.1;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y_GE95;95 years and over;2018;2018;330.7;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y_UN4;until 4 years;2018;2018;0.5;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y5-9;5-9 years;2018;2018;0;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y10-14;10-14 years;2018;2018;0;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y15-19;15-19 years;2018;2018;0;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y25-29;25-29 years;2018;2018;0.1;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y70-74;70-74 years;2018;2018;10.4;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y85-89;85-89 years;2018;2018;81.9;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;TOTAL;total;2018;2018;9.6;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y30-34;30-34 years;2018;2018;0.4;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y40-44;40-44 years;2018;2018;0.8;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y60-64;60-64 years;2018;2018;5.3;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y80-84;80-84 years;2018;2018;46.7;;
IT108;Monza e della Brianza;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y90-94;90-94 years;2018;2018;174.3;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y10-14;10-14 years;2018;2018;0.5;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y15-19;15-19 years;2018;2018;0.2;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y30-34;30-34 years;2018;2018;0.6;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y40-44;40-44 years;2018;2018;0.5;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y45-49;45-49 years;2018;2018;1.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y50-54;50-54 years;2018;2018;1.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y60-64;60-64 years;2018;2018;6.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y65-69;65-69 years;2018;2018;12.7;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y70-74;70-74 years;2018;2018;17.5;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y75-79;75-79 years;2018;2018;28.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y90-94;90-94 years;2018;2018;180.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;TOTAL;total;2018;2018;11.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y_GE95;95 years and over;2018;2018;331.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y5-9;5-9 years;2018;2018;0;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y10-14;10-14 years;2018;2018;0.3;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y15-19;15-19 years;2018;2018;0;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y20-24;20-24 years;2018;2018;0;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y25-29;25-29 years;2018;2018;0.5;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y30-34;30-34 years;2018;2018;0;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y45-49;45-49 years;2018;2018;0.4;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y50-54;50-54 years;2018;2018;0.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y55-59;55-59 years;2018;2018;2.9;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y65-69;65-69 years;2018;2018;6.7;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y70-74;70-74 years;2018;2018;10.4;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y85-89;85-89 years;2018;2018;84.3;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y90-94;90-94 years;2018;2018;182.7;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;TOTAL;total;2018;2018;12.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_UN4;until 4 years;2018;2018;0.2;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y5-9;5-9 years;2018;2018;0;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y10-14;10-14 years;2018;2018;0.4;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y25-29;25-29 years;2018;2018;0.3;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y30-34;30-34 years;2018;2018;0.3;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y40-44;40-44 years;2018;2018;0.6;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y45-49;45-49 years;2018;2018;1.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y50-54;50-54 years;2018;2018;1.4;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y55-59;55-59 years;2018;2018;3.2;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y60-64;60-64 years;2018;2018;5.6;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y65-69;65-69 years;2018;2018;9.6;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y70-74;70-74 years;2018;2018;13.8;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y75-79;75-79 years;2018;2018;20.7;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y80-84;80-84 years;2018;2018;45.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y85-89;85-89 years;2018;2018;103.8;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y90-94;90-94 years;2018;2018;182.1;;
IT109;Fermo;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_GE95;95 years and over;2018;2018;348.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y5-9;5-9 years;2018;2018;0;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y15-19;15-19 years;2018;2018;0.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y20-24;20-24 years;2018;2018;0.7;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y25-29;25-29 years;2018;2018;0.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y30-34;30-34 years;2018;2018;0.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y35-39;35-39 years;2018;2018;1.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y40-44;40-44 years;2018;2018;1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y45-49;45-49 years;2018;2018;1.8;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y55-59;55-59 years;2018;2018;4;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y60-64;60-64 years;2018;2018;7.6;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y65-69;65-69 years;2018;2018;12.1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y70-74;70-74 years;2018;2018;18.8;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y80-84;80-84 years;2018;2018;64;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y85-89;85-89 years;2018;2018;117;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;Y90-94;90-94 years;2018;2018;231.3;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);1;males;TOTAL;total;2018;2018;8.6;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y_UN4;until 4 years;2018;2018;1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y5-9;5-9 years;2018;2018;0;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y10-14;10-14 years;2018;2018;0.1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y20-24;20-24 years;2018;2018;0.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y25-29;25-29 years;2018;2018;0.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y30-34;30-34 years;2018;2018;0.3;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y35-39;35-39 years;2018;2018;0.5;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y40-44;40-44 years;2018;2018;0.9;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y45-49;45-49 years;2018;2018;1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y50-54;50-54 years;2018;2018;2.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y55-59;55-59 years;2018;2018;2.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y60-64;60-64 years;2018;2018;4.1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y65-69;65-69 years;2018;2018;6.9;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y75-79;75-79 years;2018;2018;21.8;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y80-84;80-84 years;2018;2018;43.3;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y85-89;85-89 years;2018;2018;96.9;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y90-94;90-94 years;2018;2018;180.3;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);2;females;Y_GE95;95 years and over;2018;2018;338.2;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y_UN4;until 4 years;2018;2018;1.1;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y5-9;5-9 years;2018;2018;0;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y10-14;10-14 years;2018;2018;0;;
IT110;Barletta-Andria-Trani;DEATHRATEAGE;age-specific daeth rate (per thousand inhabitant);9;total;Y15-19;15-19 years;2018;2018;0.1;;
